invoice_number,sale_date,sale_type,salesperson,customer,product,material_type,quantity,price
INV-04203,2024-12-10,cash,Faras Parmer,Chaudhari-Char Stores,Cotton Fabric,cotton,13,120
INV-04203,2024-12-10,cash,Faras Parmer,Chaudhari-Char Stores,Silk Fabric,silk,18,350
INV-04204,2026-12-13,credit,Hitesh Kala,"Gala, Deshpande and Basu Stores",Yarn Roll,yarn,15,90
INV-04204,2026-12-13,credit,Hitesh Kala,"Gala, Deshpande and Basu Stores",Wool Fabric,wool,17,200
INV-04204,2026-12-13,credit,Hitesh Kala,"Gala, Deshpande and Basu Stores",Nylon Fabric,nylon,21,180
INV-04204,2026-12-13,credit,Hitesh Kala,"Gala, Deshpande and Basu Stores",Polyester Sheet,polyester,1,150
INV-04205,2024-12-25,cash,Christopher Sridhar,"Srivastava, Yadav and Jhaveri Retailers",Wool Fabric,wool,6,200
INV-04205,2024-12-25,cash,Christopher Sridhar,"Srivastava, Yadav and Jhaveri Retailers",Wool Fabric,wool,1,200
INV-04205,2024-12-25,cash,Christopher Sridhar,"Srivastava, Yadav and Jhaveri Retailers",Yarn Roll,yarn,8,90
INV-04205,2024-12-25,cash,Christopher Sridhar,"Srivastava, Yadav and Jhaveri Retailers",Cotton Fabric,cotton,17,120
INV-04206,2026-07-08,credit,Christopher Sridhar,"Pai, De and Majumdar Mart",Cotton Fabric,cotton,7,120
INV-04206,2026-07-08,credit,Christopher Sridhar,"Pai, De and Majumdar Mart",Silk Fabric,silk,22,350
INV-04206,2026-07-08,credit,Christopher Sridhar,"Pai, De and Majumdar Mart",Polyester Sheet,polyester,7,150
INV-04207,2026-11-22,credit,Faras Parmer,"Keer, Sinha and Manda Stores",Wool Fabric,wool,4,200
INV-04207,2026-11-22,credit,Faras Parmer,"Keer, Sinha and Manda Stores",Cotton Fabric,cotton,6,120
INV-04207,2026-11-22,credit,Faras Parmer,"Keer, Sinha and Manda Stores",Wool Fabric,wool,5,200
INV-04207,2026-11-22,credit,Faras Parmer,"Keer, Sinha and Manda Stores",Wool Fabric,wool,18,200
INV-04208,2024-01-24,credit,Forum Dhaliwal,"Basak, Kale and Bhattacharyya Retailers",Yarn Roll,yarn,4,90
INV-04208,2024-01-24,credit,Forum Dhaliwal,"Basak, Kale and Bhattacharyya Retailers",Yarn Roll,yarn,14,90
INV-04208,2024-01-24,credit,Forum Dhaliwal,"Basak, Kale and Bhattacharyya Retailers",Cotton Fabric,cotton,1,120
INV-04208,2024-01-24,credit,Forum Dhaliwal,"Basak, Kale and Bhattacharyya Retailers",Polyester Sheet,polyester,11,150
INV-04209,2025-10-05,credit,Ronith Mahal,"Varma, Choudhry and Nigam Traders",Nylon Fabric,nylon,25,180
INV-04209,2025-10-05,credit,Ronith Mahal,"Varma, Choudhry and Nigam Traders",Wool Fabric,wool,14,200
INV-04209,2025-10-05,credit,Ronith Mahal,"Varma, Choudhry and Nigam Traders",Wool Fabric,wool,7,200
INV-04209,2025-10-05,credit,Ronith Mahal,"Varma, Choudhry and Nigam Traders",Silk Fabric,silk,1,350
INV-04210,2025-08-07,credit,Rehaan Chada,Nath-Sidhu Stores,Yarn Roll,yarn,6,90
INV-04210,2025-08-07,credit,Rehaan Chada,Nath-Sidhu Stores,Wool Fabric,wool,18,200
INV-04211,2026-04-28,cash,Nikita Rajan,Prashad PLC Stores,Yarn Roll,yarn,21,90
INV-04211,2026-04-28,cash,Nikita Rajan,Prashad PLC Stores,Nylon Fabric,nylon,3,180
INV-04211,2026-04-28,cash,Nikita Rajan,Prashad PLC Stores,Wool Fabric,wool,22,200
INV-04211,2026-04-28,cash,Nikita Rajan,Prashad PLC Stores,Wool Fabric,wool,10,200
INV-04212,2026-08-16,credit,Yashodhara Sahni,Bajaj and Sons Traders,Silk Fabric,silk,18,350
INV-04212,2026-08-16,credit,Yashodhara Sahni,Bajaj and Sons Traders,Yarn Roll,yarn,23,90
INV-04213,2024-08-14,cash,Patrick Bala,Som-Comar Distributors,Nylon Fabric,nylon,14,180
INV-04213,2024-08-14,cash,Patrick Bala,Som-Comar Distributors,Cotton Fabric,cotton,8,120
INV-04213,2024-08-14,cash,Patrick Bala,Som-Comar Distributors,Nylon Fabric,nylon,5,180
INV-04214,2026-07-29,credit,Hema Talwar,"Choudhury, Sundaram and Sinha Traders",Yarn Roll,yarn,24,90
INV-04214,2026-07-29,credit,Hema Talwar,"Choudhury, Sundaram and Sinha Traders",Nylon Fabric,nylon,11,180
INV-04214,2026-07-29,credit,Hema Talwar,"Choudhury, Sundaram and Sinha Traders",Yarn Roll,yarn,20,90
INV-04214,2026-07-29,credit,Hema Talwar,"Choudhury, Sundaram and Sinha Traders",Polyester Sheet,polyester,15,150
INV-04215,2024-06-07,credit,Rehaan Chada,"Palan, Dey and Sen Fabrics",Wool Fabric,wool,25,200
INV-04215,2024-06-07,credit,Rehaan Chada,"Palan, Dey and Sen Fabrics",Silk Fabric,silk,17,350
INV-04215,2024-06-07,credit,Rehaan Chada,"Palan, Dey and Sen Fabrics",Yarn Roll,yarn,3,90
INV-04215,2024-06-07,credit,Rehaan Chada,"Palan, Dey and Sen Fabrics",Cotton Fabric,cotton,15,120
INV-04216,2025-10-06,cash,Bakhshi Kala,De Ltd Retailers,Yarn Roll,yarn,16,90
INV-04216,2025-10-06,cash,Bakhshi Kala,De Ltd Retailers,Silk Fabric,silk,20,350
INV-04217,2024-01-12,credit,Inaya Banik,Sankaran-Saha Fabrics,Polyester Sheet,polyester,16,150
INV-04217,2024-01-12,credit,Inaya Banik,Sankaran-Saha Fabrics,Wool Fabric,wool,5,200
INV-04217,2024-01-12,credit,Inaya Banik,Sankaran-Saha Fabrics,Polyester Sheet,polyester,13,150
INV-04218,2024-05-02,cash,Hitesh Kala,Ganguly-Bali Fabrics,Nylon Fabric,nylon,8,180
INV-04218,2024-05-02,cash,Hitesh Kala,Ganguly-Bali Fabrics,Polyester Sheet,polyester,10,150
INV-04219,2024-03-14,credit,Hitesh Kala,"Barad, Chopra and Balasubramanian Traders",Cotton Fabric,cotton,4,120
INV-04219,2024-03-14,credit,Hitesh Kala,"Barad, Chopra and Balasubramanian Traders",Polyester Sheet,polyester,8,150
INV-04219,2024-03-14,credit,Hitesh Kala,"Barad, Chopra and Balasubramanian Traders",Silk Fabric,silk,12,350
INV-04219,2024-03-14,credit,Hitesh Kala,"Barad, Chopra and Balasubramanian Traders",Yarn Roll,yarn,11,90
INV-04220,2025-10-03,credit,Madhavi Bhargava,Mitra-Panchal Enterprises,Wool Fabric,wool,3,200
INV-04220,2025-10-03,credit,Madhavi Bhargava,Mitra-Panchal Enterprises,Yarn Roll,yarn,23,90
INV-04221,2025-09-21,credit,Irya Naik,Mall and Sons Fabrics,Cotton Fabric,cotton,19,120
INV-04221,2025-09-21,credit,Irya Naik,Mall and Sons Fabrics,Nylon Fabric,nylon,7,180
INV-04222,2024-10-14,cash,Rehaan Chada,Kalita-Dhar Retailers,Nylon Fabric,nylon,20,180
INV-04222,2024-10-14,cash,Rehaan Chada,Kalita-Dhar Retailers,Nylon Fabric,nylon,6,180
INV-04222,2024-10-14,cash,Rehaan Chada,Kalita-Dhar Retailers,Silk Fabric,silk,20,350
INV-04222,2024-10-14,cash,Rehaan Chada,Kalita-Dhar Retailers,Yarn Roll,yarn,8,90
INV-04223,2025-07-21,cash,Patrick Bala,"Amble, Zachariah and Mistry Textiles",Silk Fabric,silk,25,350
INV-04223,2025-07-21,cash,Patrick Bala,"Amble, Zachariah and Mistry Textiles",Cotton Fabric,cotton,13,120
INV-04223,2025-07-21,cash,Patrick Bala,"Amble, Zachariah and Mistry Textiles",Polyester Sheet,polyester,25,150
INV-04223,2025-07-21,cash,Patrick Bala,"Amble, Zachariah and Mistry Textiles",Wool Fabric,wool,1,200
INV-04224,2025-11-14,credit,Forum Dhaliwal,"Kapadia, Sethi and Kunda Textiles",Yarn Roll,yarn,23,90
INV-04224,2025-11-14,credit,Forum Dhaliwal,"Kapadia, Sethi and Kunda Textiles",Silk Fabric,silk,16,350
INV-04225,2025-09-24,credit,Inaya Banik,Luthra Ltd Textiles,Yarn Roll,yarn,16,90
INV-04225,2025-09-24,credit,Inaya Banik,Luthra Ltd Textiles,Cotton Fabric,cotton,2,120
INV-04225,2025-09-24,credit,Inaya Banik,Luthra Ltd Textiles,Polyester Sheet,polyester,8,150
INV-04225,2025-09-24,credit,Inaya Banik,Luthra Ltd Textiles,Polyester Sheet,polyester,17,150
INV-04226,2024-10-04,cash,Bakhshi Kala,Pandit-Wagle Retailers,Nylon Fabric,nylon,20,180
INV-04226,2024-10-04,cash,Bakhshi Kala,Pandit-Wagle Retailers,Nylon Fabric,nylon,21,180
INV-04226,2024-10-04,cash,Bakhshi Kala,Pandit-Wagle Retailers,Silk Fabric,silk,19,350
INV-04226,2024-10-04,cash,Bakhshi Kala,Pandit-Wagle Retailers,Wool Fabric,wool,17,200
INV-04227,2026-02-14,credit,Lakshit Nath,"Dhar, Sura and Comar Stores",Nylon Fabric,nylon,8,180
INV-04227,2026-02-14,credit,Lakshit Nath,"Dhar, Sura and Comar Stores",Polyester Sheet,polyester,14,150
INV-04227,2026-02-14,credit,Lakshit Nath,"Dhar, Sura and Comar Stores",Polyester Sheet,polyester,23,150
INV-04227,2026-02-14,credit,Lakshit Nath,"Dhar, Sura and Comar Stores",Cotton Fabric,cotton,15,120
INV-04228,2025-03-06,credit,Inaya Banik,"Loyal, Setty and Batta Distributors",Polyester Sheet,polyester,3,150
INV-04228,2025-03-06,credit,Inaya Banik,"Loyal, Setty and Batta Distributors",Wool Fabric,wool,13,200
INV-04228,2025-03-06,credit,Inaya Banik,"Loyal, Setty and Batta Distributors",Nylon Fabric,nylon,2,180
INV-04229,2024-07-25,credit,Christopher Sridhar,"Gupta, Seshadri and Gour Traders",Silk Fabric,silk,19,350
INV-04229,2024-07-25,credit,Christopher Sridhar,"Gupta, Seshadri and Gour Traders",Cotton Fabric,cotton,21,120
INV-04229,2024-07-25,credit,Christopher Sridhar,"Gupta, Seshadri and Gour Traders",Cotton Fabric,cotton,1,120
INV-04229,2024-07-25,credit,Christopher Sridhar,"Gupta, Seshadri and Gour Traders",Polyester Sheet,polyester,25,150
INV-04230,2024-04-25,credit,Varenya Padmanabhan,Sundaram LLC Mart,Polyester Sheet,polyester,12,150
INV-04230,2024-04-25,credit,Varenya Padmanabhan,Sundaram LLC Mart,Cotton Fabric,cotton,23,120
INV-04231,2025-06-22,cash,Ethan Das,Sarraf LLC Mart,Yarn Roll,yarn,14,90
INV-04231,2025-06-22,cash,Ethan Das,Sarraf LLC Mart,Nylon Fabric,nylon,3,180
INV-04231,2025-06-22,cash,Ethan Das,Sarraf LLC Mart,Wool Fabric,wool,25,200
INV-04232,2024-02-21,credit,Lakshit Nath,"Borra, Amble and Guha Mart",Yarn Roll,yarn,14,90
INV-04232,2024-02-21,credit,Lakshit Nath,"Borra, Amble and Guha Mart",Silk Fabric,silk,17,350
INV-04233,2024-11-11,cash,Rehaan Chada,Acharya Inc Mart,Cotton Fabric,cotton,4,120
INV-04233,2024-11-11,cash,Rehaan Chada,Acharya Inc Mart,Nylon Fabric,nylon,12,180
INV-04234,2025-09-25,cash,Nikita Rajan,"Varma, Choudhry and Nigam Traders",Nylon Fabric,nylon,12,180
INV-04234,2025-09-25,cash,Nikita Rajan,"Varma, Choudhry and Nigam Traders",Wool Fabric,wool,17,200
INV-04234,2025-09-25,cash,Nikita Rajan,"Varma, Choudhry and Nigam Traders",Cotton Fabric,cotton,2,120
INV-04235,2025-10-30,credit,Keya Rajagopal,"Nori, Pradhan and Sura Retailers",Nylon Fabric,nylon,5,180
INV-04235,2025-10-30,credit,Keya Rajagopal,"Nori, Pradhan and Sura Retailers",Wool Fabric,wool,25,200
INV-04236,2025-06-22,credit,Irya Naik,"Gokhale, Datta and Sawhney Stores",Wool Fabric,wool,8,200
INV-04236,2025-06-22,credit,Irya Naik,"Gokhale, Datta and Sawhney Stores",Silk Fabric,silk,4,350
INV-04236,2025-06-22,credit,Irya Naik,"Gokhale, Datta and Sawhney Stores",Nylon Fabric,nylon,19,180
INV-04237,2026-03-17,cash,Gopal Vaidya,Kara-Upadhyay Distributors,Wool Fabric,wool,19,200
INV-04237,2026-03-17,cash,Gopal Vaidya,Kara-Upadhyay Distributors,Wool Fabric,wool,11,200
INV-04237,2026-03-17,cash,Gopal Vaidya,Kara-Upadhyay Distributors,Yarn Roll,yarn,14,90
INV-04238,2025-05-17,cash,Kashvi Vohra,Dara PLC Retailers,Nylon Fabric,nylon,10,180
INV-04238,2025-05-17,cash,Kashvi Vohra,Dara PLC Retailers,Cotton Fabric,cotton,22,120
INV-04239,2024-01-31,cash,Yashodhara Sahni,Lad PLC Stores,Yarn Roll,yarn,14,90
INV-04239,2024-01-31,cash,Yashodhara Sahni,Lad PLC Stores,Silk Fabric,silk,25,350
INV-04239,2024-01-31,cash,Yashodhara Sahni,Lad PLC Stores,Polyester Sheet,polyester,25,150
INV-04240,2024-11-16,cash,Ishaan Krish,"Patla, Wali and Mane Mart",Yarn Roll,yarn,8,90
INV-04240,2024-11-16,cash,Ishaan Krish,"Patla, Wali and Mane Mart",Cotton Fabric,cotton,21,120
INV-04240,2024-11-16,cash,Ishaan Krish,"Patla, Wali and Mane Mart",Silk Fabric,silk,16,350
INV-04241,2025-06-03,credit,Gopal Vaidya,Khosla-Kale Retailers,Yarn Roll,yarn,21,90
INV-04241,2025-06-03,credit,Gopal Vaidya,Khosla-Kale Retailers,Wool Fabric,wool,18,200
INV-04241,2025-06-03,credit,Gopal Vaidya,Khosla-Kale Retailers,Wool Fabric,wool,5,200
INV-04241,2025-06-03,credit,Gopal Vaidya,Khosla-Kale Retailers,Polyester Sheet,polyester,23,150
INV-04242,2025-01-02,credit,Raksha Kapadia,Nagar PLC Mart,Polyester Sheet,polyester,23,150
INV-04242,2025-01-02,credit,Raksha Kapadia,Nagar PLC Mart,Cotton Fabric,cotton,3,120
INV-04243,2024-06-22,credit,Madhavi Bhargava,Kohli Group Stores,Polyester Sheet,polyester,13,150
INV-04243,2024-06-22,credit,Madhavi Bhargava,Kohli Group Stores,Nylon Fabric,nylon,6,180
INV-04243,2024-06-22,credit,Madhavi Bhargava,Kohli Group Stores,Wool Fabric,wool,18,200
INV-04243,2024-06-22,credit,Madhavi Bhargava,Kohli Group Stores,Yarn Roll,yarn,2,90
INV-04244,2024-12-20,cash,Rehaan Chada,Radhakrishnan-Narayanan Enterprises,Cotton Fabric,cotton,16,120
INV-04244,2024-12-20,cash,Rehaan Chada,Radhakrishnan-Narayanan Enterprises,Cotton Fabric,cotton,12,120
INV-04244,2024-12-20,cash,Rehaan Chada,Radhakrishnan-Narayanan Enterprises,Polyester Sheet,polyester,13,150
INV-04245,2026-05-15,cash,Ethan Das,Nath LLC Mart,Yarn Roll,yarn,11,90
INV-04245,2026-05-15,cash,Ethan Das,Nath LLC Mart,Cotton Fabric,cotton,19,120
INV-04246,2025-06-25,cash,Rehaan Chada,Agate-Desai Traders,Silk Fabric,silk,5,350
INV-04246,2025-06-25,cash,Rehaan Chada,Agate-Desai Traders,Silk Fabric,silk,7,350
INV-04246,2025-06-25,cash,Rehaan Chada,Agate-Desai Traders,Wool Fabric,wool,3,200
INV-04247,2025-04-18,cash,Yashodhara Sahni,"Subramaniam, Chaudry and Parmar Textiles",Nylon Fabric,nylon,13,180
INV-04247,2025-04-18,cash,Yashodhara Sahni,"Subramaniam, Chaudry and Parmar Textiles",Cotton Fabric,cotton,23,120
INV-04248,2024-08-31,credit,Manya Soni,Saraf and Sons Traders,Cotton Fabric,cotton,10,120
INV-04248,2024-08-31,credit,Manya Soni,Saraf and Sons Traders,Nylon Fabric,nylon,9,180
INV-04249,2026-07-22,cash,Christopher Sridhar,Bassi-Sarma Enterprises,Yarn Roll,yarn,24,90
INV-04249,2026-07-22,cash,Christopher Sridhar,Bassi-Sarma Enterprises,Nylon Fabric,nylon,24,180
INV-04249,2026-07-22,cash,Christopher Sridhar,Bassi-Sarma Enterprises,Cotton Fabric,cotton,17,120
INV-04250,2025-11-05,cash,Lakshit Nath,Joshi Ltd Stores,Wool Fabric,wool,7,200
INV-04250,2025-11-05,cash,Lakshit Nath,Joshi Ltd Stores,Silk Fabric,silk,11,350
INV-04251,2025-07-20,cash,Madhavi Bhargava,"Kunda, Sachdev and Sandal Mart",Nylon Fabric,nylon,11,180
INV-04251,2025-07-20,cash,Madhavi Bhargava,"Kunda, Sachdev and Sandal Mart",Cotton Fabric,cotton,17,120
INV-04252,2024-07-07,cash,Forum Dhaliwal,Badal-Warrior Stores,Silk Fabric,silk,16,350
INV-04252,2024-07-07,cash,Forum Dhaliwal,Badal-Warrior Stores,Silk Fabric,silk,21,350
INV-04252,2024-07-07,cash,Forum Dhaliwal,Badal-Warrior Stores,Wool Fabric,wool,19,200
INV-04253,2025-10-19,cash,Gopal Vaidya,Buch-Banik Textiles,Cotton Fabric,cotton,17,120
INV-04253,2025-10-19,cash,Gopal Vaidya,Buch-Banik Textiles,Wool Fabric,wool,20,200
INV-04253,2025-10-19,cash,Gopal Vaidya,Buch-Banik Textiles,Yarn Roll,yarn,17,90
INV-04254,2026-04-15,cash,Urmi Gandhi,"Sastry, Seshadri and Parmar Mart",Wool Fabric,wool,16,200
INV-04254,2026-04-15,cash,Urmi Gandhi,"Sastry, Seshadri and Parmar Mart",Silk Fabric,silk,4,350
INV-04254,2026-04-15,cash,Urmi Gandhi,"Sastry, Seshadri and Parmar Mart",Polyester Sheet,polyester,2,150
INV-04255,2024-05-15,cash,Irya Naik,"Mand, Kurian and Balay Traders",Yarn Roll,yarn,11,90
INV-04255,2024-05-15,cash,Irya Naik,"Mand, Kurian and Balay Traders",Polyester Sheet,polyester,7,150
INV-04255,2024-05-15,cash,Irya Naik,"Mand, Kurian and Balay Traders",Nylon Fabric,nylon,19,180
INV-04255,2024-05-15,cash,Irya Naik,"Mand, Kurian and Balay Traders",Silk Fabric,silk,24,350
INV-04256,2024-08-16,credit,Theodore Misra,"Venkatesh, Lad and Bobal Mart",Polyester Sheet,polyester,19,150
INV-04256,2024-08-16,credit,Theodore Misra,"Venkatesh, Lad and Bobal Mart",Cotton Fabric,cotton,21,120
INV-04257,2025-05-13,cash,Varenya Padmanabhan,"Sanghvi, Ray and Nazareth Fabrics",Nylon Fabric,nylon,17,180
INV-04257,2025-05-13,cash,Varenya Padmanabhan,"Sanghvi, Ray and Nazareth Fabrics",Nylon Fabric,nylon,16,180
INV-04258,2024-07-11,cash,Rehaan Chada,Som-Comar Distributors,Cotton Fabric,cotton,2,120
INV-04258,2024-07-11,cash,Rehaan Chada,Som-Comar Distributors,Wool Fabric,wool,17,200
INV-04258,2024-07-11,cash,Rehaan Chada,Som-Comar Distributors,Cotton Fabric,cotton,18,120
INV-04259,2024-10-01,cash,Ishaan Krish,Jani PLC Textiles,Nylon Fabric,nylon,4,180
INV-04259,2024-10-01,cash,Ishaan Krish,Jani PLC Textiles,Polyester Sheet,polyester,24,150
INV-04259,2024-10-01,cash,Ishaan Krish,Jani PLC Textiles,Cotton Fabric,cotton,1,120
INV-04260,2025-10-16,cash,Forum Dhaliwal,Munshi Ltd Textiles,Cotton Fabric,cotton,18,120
INV-04260,2025-10-16,cash,Forum Dhaliwal,Munshi Ltd Textiles,Yarn Roll,yarn,23,90
INV-04260,2025-10-16,cash,Forum Dhaliwal,Munshi Ltd Textiles,Yarn Roll,yarn,11,90
INV-04260,2025-10-16,cash,Forum Dhaliwal,Munshi Ltd Textiles,Polyester Sheet,polyester,1,150
INV-04261,2026-05-14,cash,Samarth Ratta,Kade-Deshpande Stores,Wool Fabric,wool,6,200
INV-04261,2026-05-14,cash,Samarth Ratta,Kade-Deshpande Stores,Wool Fabric,wool,13,200
INV-04261,2026-05-14,cash,Samarth Ratta,Kade-Deshpande Stores,Yarn Roll,yarn,5,90
INV-04261,2026-05-14,cash,Samarth Ratta,Kade-Deshpande Stores,Yarn Roll,yarn,2,90
INV-04262,2026-07-11,credit,Geetika Vig,Sani-Subramanian Fabrics,Yarn Roll,yarn,6,90
INV-04262,2026-07-11,credit,Geetika Vig,Sani-Subramanian Fabrics,Polyester Sheet,polyester,6,150
INV-04262,2026-07-11,credit,Geetika Vig,Sani-Subramanian Fabrics,Nylon Fabric,nylon,14,180
INV-04262,2026-07-11,credit,Geetika Vig,Sani-Subramanian Fabrics,Cotton Fabric,cotton,25,120
INV-04263,2026-03-09,cash,Gopal Vaidya,Toor-Buch Stores,Silk Fabric,silk,22,350
INV-04263,2026-03-09,cash,Gopal Vaidya,Toor-Buch Stores,Cotton Fabric,cotton,2,120
INV-04264,2026-12-15,credit,Ethan Das,Radhakrishnan LLC Retailers,Wool Fabric,wool,11,200
INV-04264,2026-12-15,credit,Ethan Das,Radhakrishnan LLC Retailers,Cotton Fabric,cotton,6,120
INV-04265,2024-01-14,cash,Vasana Bera,Mutti-Atwal Fabrics,Wool Fabric,wool,6,200
INV-04265,2024-01-14,cash,Vasana Bera,Mutti-Atwal Fabrics,Yarn Roll,yarn,4,90
INV-04266,2025-03-04,cash,Irya Naik,"Varughese, Bir and Sridhar Distributors",Cotton Fabric,cotton,15,120
INV-04266,2025-03-04,cash,Irya Naik,"Varughese, Bir and Sridhar Distributors",Wool Fabric,wool,14,200
INV-04266,2025-03-04,cash,Irya Naik,"Varughese, Bir and Sridhar Distributors",Polyester Sheet,polyester,5,150
INV-04267,2026-08-19,cash,Inaya Banik,"Bhat, Nagi and Tella Distributors",Nylon Fabric,nylon,20,180
INV-04267,2026-08-19,cash,Inaya Banik,"Bhat, Nagi and Tella Distributors",Silk Fabric,silk,24,350
INV-04268,2024-06-20,cash,Nikita Rajan,"Gala, Deshpande and Basu Stores",Polyester Sheet,polyester,22,150
INV-04268,2024-06-20,cash,Nikita Rajan,"Gala, Deshpande and Basu Stores",Polyester Sheet,polyester,6,150
INV-04268,2024-06-20,cash,Nikita Rajan,"Gala, Deshpande and Basu Stores",Nylon Fabric,nylon,17,180
INV-04269,2024-09-27,cash,Faras Parmer,"Kant, Modi and Setty Textiles",Silk Fabric,silk,15,350
INV-04269,2024-09-27,cash,Faras Parmer,"Kant, Modi and Setty Textiles",Yarn Roll,yarn,17,90
INV-04269,2024-09-27,cash,Faras Parmer,"Kant, Modi and Setty Textiles",Wool Fabric,wool,18,200
INV-04270,2025-02-25,credit,Bakhshi Kala,Babu Inc Traders,Silk Fabric,silk,20,350
INV-04270,2025-02-25,credit,Bakhshi Kala,Babu Inc Traders,Wool Fabric,wool,7,200
INV-04270,2025-02-25,credit,Bakhshi Kala,Babu Inc Traders,Polyester Sheet,polyester,24,150
INV-04270,2025-02-25,credit,Bakhshi Kala,Babu Inc Traders,Cotton Fabric,cotton,3,120
INV-04271,2025-08-18,credit,Nikita Rajan,Aggarwal Ltd Enterprises,Wool Fabric,wool,11,200
INV-04271,2025-08-18,credit,Nikita Rajan,Aggarwal Ltd Enterprises,Cotton Fabric,cotton,10,120
INV-04271,2025-08-18,credit,Nikita Rajan,Aggarwal Ltd Enterprises,Cotton Fabric,cotton,17,120
INV-04271,2025-08-18,credit,Nikita Rajan,Aggarwal Ltd Enterprises,Wool Fabric,wool,11,200
INV-04272,2026-09-08,credit,Forum Dhaliwal,Rama Ltd Mart,Wool Fabric,wool,22,200
INV-04272,2026-09-08,credit,Forum Dhaliwal,Rama Ltd Mart,Yarn Roll,yarn,6,90
INV-04272,2026-09-08,credit,Forum Dhaliwal,Rama Ltd Mart,Cotton Fabric,cotton,25,120
INV-04272,2026-09-08,credit,Forum Dhaliwal,Rama Ltd Mart,Yarn Roll,yarn,12,90
INV-04273,2026-12-16,cash,Rehaan Chada,"Mandal, Narula and Mannan Textiles",Polyester Sheet,polyester,17,150
INV-04273,2026-12-16,cash,Rehaan Chada,"Mandal, Narula and Mannan Textiles",Polyester Sheet,polyester,17,150
INV-04274,2024-09-14,cash,Hitesh Kala,"Rao, Swamy and Raj Traders",Wool Fabric,wool,2,200
INV-04274,2024-09-14,cash,Hitesh Kala,"Rao, Swamy and Raj Traders",Nylon Fabric,nylon,14,180
INV-04274,2024-09-14,cash,Hitesh Kala,"Rao, Swamy and Raj Traders",Polyester Sheet,polyester,13,150
INV-04275,2025-12-21,cash,Keya Rajagopal,"Ganesan, Gaba and Pradhan Textiles",Silk Fabric,silk,8,350
INV-04275,2025-12-21,cash,Keya Rajagopal,"Ganesan, Gaba and Pradhan Textiles",Silk Fabric,silk,16,350
INV-04276,2024-05-16,cash,Urmi Gandhi,Ahluwalia-Basak Traders,Silk Fabric,silk,17,350
INV-04276,2024-05-16,cash,Urmi Gandhi,Ahluwalia-Basak Traders,Silk Fabric,silk,2,350
INV-04276,2024-05-16,cash,Urmi Gandhi,Ahluwalia-Basak Traders,Polyester Sheet,polyester,9,150
INV-04276,2024-05-16,cash,Urmi Gandhi,Ahluwalia-Basak Traders,Wool Fabric,wool,4,200
INV-04277,2025-07-29,cash,Hema Talwar,"Bali, Lanka and Handa Mart",Nylon Fabric,nylon,14,180
INV-04277,2025-07-29,cash,Hema Talwar,"Bali, Lanka and Handa Mart",Wool Fabric,wool,12,200
INV-04277,2025-07-29,cash,Hema Talwar,"Bali, Lanka and Handa Mart",Wool Fabric,wool,16,200
INV-04278,2025-07-19,cash,Raksha Kapadia,Parekh-Ramanathan Distributors,Polyester Sheet,polyester,9,150
INV-04278,2025-07-19,cash,Raksha Kapadia,Parekh-Ramanathan Distributors,Silk Fabric,silk,24,350
INV-04279,2024-01-24,cash,Hitesh Kala,"Badami, Nori and Muni Distributors",Wool Fabric,wool,8,200
INV-04279,2024-01-24,cash,Hitesh Kala,"Badami, Nori and Muni Distributors",Polyester Sheet,polyester,3,150
INV-04279,2024-01-24,cash,Hitesh Kala,"Badami, Nori and Muni Distributors",Polyester Sheet,polyester,11,150
INV-04279,2024-01-24,cash,Hitesh Kala,"Badami, Nori and Muni Distributors",Wool Fabric,wool,24,200
INV-04280,2024-07-21,cash,Faris Dugar,Sankar-Jhaveri Distributors,Yarn Roll,yarn,15,90
INV-04280,2024-07-21,cash,Faris Dugar,Sankar-Jhaveri Distributors,Cotton Fabric,cotton,8,120
INV-04280,2024-07-21,cash,Faris Dugar,Sankar-Jhaveri Distributors,Silk Fabric,silk,8,350
INV-04280,2024-07-21,cash,Faris Dugar,Sankar-Jhaveri Distributors,Nylon Fabric,nylon,9,180
INV-04281,2026-03-16,cash,Forum Dhaliwal,"Gaba, Choudhary and Sathe Fabrics",Silk Fabric,silk,25,350
INV-04281,2026-03-16,cash,Forum Dhaliwal,"Gaba, Choudhary and Sathe Fabrics",Nylon Fabric,nylon,15,180
INV-04281,2026-03-16,cash,Forum Dhaliwal,"Gaba, Choudhary and Sathe Fabrics",Polyester Sheet,polyester,14,150
INV-04282,2025-07-07,credit,Vasana Bera,Chana-Shere Textiles,Nylon Fabric,nylon,9,180
INV-04282,2025-07-07,credit,Vasana Bera,Chana-Shere Textiles,Cotton Fabric,cotton,5,120
INV-04282,2025-07-07,credit,Vasana Bera,Chana-Shere Textiles,Polyester Sheet,polyester,5,150
INV-04282,2025-07-07,credit,Vasana Bera,Chana-Shere Textiles,Wool Fabric,wool,24,200
INV-04283,2025-04-15,cash,Faris Dugar,Hayre Inc Retailers,Nylon Fabric,nylon,17,180
INV-04283,2025-04-15,cash,Faris Dugar,Hayre Inc Retailers,Cotton Fabric,cotton,9,120
INV-04284,2025-01-30,cash,Gopal Vaidya,"Saha, Warrior and Tella Distributors",Silk Fabric,silk,19,350
INV-04284,2025-01-30,cash,Gopal Vaidya,"Saha, Warrior and Tella Distributors",Silk Fabric,silk,22,350
